"Coordinate(0, 0)", 0.0, 82.16066276432022, 92.93712084252472, 92.9372940500535, 92.93731927690594, 92.9373326851996
"Coordinate(0, 1)", 0.0, 85.52207290552795, 94.31216593748323, 94.31233914501198, 94.31236437186445, 94.3123777801581
"Coordinate(0, 2)", 0.0, 86.65354668199731, 95.55348562702811, 95.55365883455687, 95.5536840614093, 95.55369746970298
"Coordinate(0, 3)", 0.0, 90.49316191802617, 96.94814670738734, 96.94831991491615, 96.94834514176858, 96.94835855006224
"Coordinate(0, 4)", 0.0, 94.86669198681066, 98.3930080361978, 98.3931812437266, 98.39320647057903, 98.39321987887271
"Coordinate(0, 5)", 0.0, 99.90167836820439, 99.99964652553021, 99.999819733059, 99.99984495991143, 99.99985836820511
"Coordinate(1, 0)", 0.0, 63.98150712439388, 91.7284241552804, 91.72859736280915, 91.72862258966161, 91.72863599795528
"Coordinate(1, 2)", 0.0, 65.10270528597248, 94.45214032773983, 94.45231353526859, 94.45233876212106, 94.45235217041468
"Coordinate(1, 3)", 0.0, 65.05907120664723, 95.58607427709133, 95.5862474846201, 95.58627271147253, 95.58628611976621
"Coordinate(1, 4)", 0.0, 64.58297844553339, 95.882663910495, 95.88283711802382, 95.88286234487624, 95.88287575316993
"Coordinate(2, 0)", 0.0, 52.677171873781795, 90.53479849904909, 90.53497170657782, 90.53499693343029, 90.53501034172395
"Coordinate(2, 2)", 0.0, 50.88832895961354, 93.23219194749333, 93.2323651550221, 93.23239038187457, 93.23240379016823
"Coordinate(2, 3)", 0.0, 50.41671669556348, 93.29407414006322, 93.29424734759199, 93.29427257444443, 93.29428598273809
"Coordinate(2, 4)", 0.0, 50.93114304966202, 94.54464489444184, 94.54481810197065, 94.54484332882306, 94.54485673711675
"Coordinate(2, 5)", 0.0, 50.452805616738026, 95.04510375967932, 95.04527696720807, 95.0453021940605, 95.04531560235417
"Coordinate(3, 0)", 0.0, 47.104778214013606, 89.35605595573837, 89.35622916326713, 89.35625439011956, 89.35626779841324
"Coordinate(3, 2)", 0.0, 45.996538928676316, 90.97312282506637, 91.07889683911056, 91.08153095761159, 91.11509145959205
"Coordinate(3, 3)", 0.0, 46.857797676661164, 92.19081997691687, 93.15206719121723, 93.17584820244555, 93.17612333940109
"Coordinate(3, 4)", 0.0, 46.65963419563771, 94.29876397020169, 94.39512988029188, 94.39753167397406, 94.39757191577351
"Coordinate(3, 5)", 0.0, 45.452805616738026, 93.86381384680499, 93.8745565077783, 93.87484267774666, 93.87485903957838
"Coordinate(4, 0)", 0.0, 46.70043134569403, 85.88972600247108, 88.13929866567094, 88.33760570950125, 88.56848785991727
"Coordinate(4, 1)", 0.0, 47.21243747180902, 87.30486309582905, 87.71087275890274, 89.5157647752092, 89.54805947086966
"Coordinate(4, 2)", 0.0, 48.9666995459173, 89.56867878502081, 89.97285653832135, 91.7942648164431, 91.81417791989328
"Coordinate(4, 3)", 0.0, 50.02617904944601, 90.59832203229114, 92.87874385135231, 93.09975535337843, 93.10219815594851
"Coordinate(4, 5)", 0.0, 45.452805616738026, 76.90268381530181, 92.6541732562232, 92.65445557816987, 92.65447218983302
"Coordinate(5, 0)", 0.0, 47.326212388937115, 86.84792294863709, 87.50028302547621, 89.15365166140566, 89.29683174177123
"Coordinate(5, 1)", 0.0, 48.053092676496846, 88.11488629582833, 88.57571495040662, 90.43250451034208, 90.56623356786216
"Coordinate(5, 2)", 0.0, 48.81600804893267, 89.37932508668253, 89.85270779022024, 91.73972243385876, 91.8877321605247
"Coordinate(5, 3)", 0.0, 48.15150608736765, 88.05710295072699, 89.14354984291774, 91.77786545841805, 91.79458045671068
"Coordinate(5, 4)", 0.0, 48.57624701324676, 75.70567633400506, 86.78514921810651, 90.91608444525109, 90.91718390333779
"Coordinate(5, 5)", 0.0, 50.452805616738026, 77.92543216086412, 93.32034529829943, 93.32687412763484, 93.32783828647534
